"","row","gene_id","percent_GC","length"
"2064",2064,"ENSG00000101435",49.64,3752
"21215",21215,"ENSG00000101438",60.73,4886
"2439",2439,"ENSG00000101439",51.65,11767
"25138",25138,"ENSG00000101440",44.06,74775
"13419",13419,"ENSG00000101441",56.43,3398
"21218",21218,"ENSG00000101442",44.81,24060
"8891",8891,"ENSG00000101443",46.72,11779
"25144",25144,"ENSG00000101444",50.38,31534
"2159",2159,"ENSG00000101445",47.52,117327
"8937",8937,"ENSG00000101446",42.98,3161
"2241",2241,"ENSG00000101447",46.5,26794
"8974",8974,"ENSG00000101448",44.93,7126
"2176",2176,"ENSG00000101452",41.33,77424
"9114",9114,"ENSG00000101457",45.98,19473
"25175",25175,"ENSG00000101460",52.56,13491
"1914",1914,"ENSG00000101463",46.09,196987
"25200",25200,"ENSG00000101464",44.54,138248
"9257",9257,"ENSG00000101470",51.86,10531
"25848",25848,"ENSG00000101473",49.07,15684
"1949",1949,"ENSG00000101474",46.35,29826
"1390",1390,"ENSG00000101489",52.36,322787
"24901",24901,"ENSG00000101493",47.6,137560
"1831",1831,"ENSG00000101542",39.06,222349
"11252",11252,"ENSG00000101544",41.68,38261
"11190",11190,"ENSG00000101546",48.51,16262
"11375",11375,"ENSG00000101557",38.05,56246
"16845",16845,"ENSG00000101558",37.12,46005
"11684",11684,"ENSG00000101574",36.78,33984
"19307",19307,"ENSG00000101577",43.33,127848
"11827",11827,"ENSG00000101596",36.81,149291
"12447",12447,"ENSG00000101605",40.55,153161
"6354",6354,"ENSG00000101608",38.81,8755
"20497",20497,"ENSG00000101624",40.84,40944
"5099",5099,"ENSG00000101638",47.59,91436
"20875",20875,"ENSG00000101639",40.44,133690
"6217",6217,"ENSG00000101654",39.02,37896
"10939",10939,"ENSG00000101665",52.17,31112
"3116",3116,"ENSG00000101670",47.91,38486
"12804",12804,"ENSG00000101680",43.13,176055
"25219",25219,"ENSG00000101695",42.26,69319
"1544",1544,"ENSG00000101745",37.33,149757
"8946",8946,"ENSG00000101746",34.88,373852
"17855",17855,"ENSG00000101751",36.4,51749
"18365",18365,"ENSG00000101752",38.64,165996
"24946",24946,"ENSG00000101773",37.83,228227
"23932",23932,"ENSG00000101782",41.69,33316
"40812",40812,"ENSG00000101811",38.68,21129
"41423",41423,"ENSG00000101812",46.18,2498
"25432",25432,"ENSG00000101825",43.18,38087
"14811",14811,"ENSG00000101842",39.1,34214
"5770",5770,"ENSG00000101843",37.71,7342
"5580",5580,"ENSG00000101844",39.97,63003
"28393",28393,"ENSG00000101846",39.69,657121
"22464",22464,"ENSG00000101849",45.27,277717
"22478",22478,"ENSG00000101850",47.19,60951
"31765",31765,"ENSG00000101856",42.58,8221
"18204",18204,"ENSG00000101868",38.8,303113
"42157",42157,"ENSG00000101871",39.28,388344
"21754",21754,"ENSG00000101882",41.81,23079
"38290",38290,"ENSG00000101883",42.21,136216
"22995",22995,"ENSG00000101888",37.39,8917
"22980",22980,"ENSG00000101890",39.92,109180
"20960",20960,"ENSG00000101892",41.9,21164
"33061",33061,"ENSG00000101898",51.12,22162
"42325",42325,"ENSG00000101901",37.51,94838
"14383",14383,"ENSG00000101911",42.76,32867
"33089",33089,"ENSG00000101916",41.32,16549
"37027",37027,"ENSG00000101928",40.82,27625
"32378",32378,"ENSG00000101935",38.78,246132
"20849",20849,"ENSG00000101938",39.45,121963
"31723",31723,"ENSG00000101940",51.72,18827
"29172",29172,"ENSG00000101945",54.34,13462
"43702",43702,"ENSG00000101951",38.66,40611
"2502",2502,"ENSG00000101955",41.48,71588
"40976",40976,"ENSG00000101958",37.68,202514
"33146",33146,"ENSG00000101966",41.99,54260
"43128",43128,"ENSG00000101972",39.19,462452
"41532",41532,"ENSG00000101974",39.51,218930
"36406",36406,"ENSG00000101977",37.72,126446
"24682",24682,"ENSG00000101981",38.94,32720
"12124",12124,"ENSG00000101986",58.35,19899
"14000",14000,"ENSG00000101997",53.55,15050
"13622",13622,"ENSG00000102001",52.86,28308
"28373",28373,"ENSG00000102003",52.56,12403
"13538",13538,"ENSG00000102007",54.07,3337
"14965",14965,"ENSG00000102010",38.8,92283
"6351",6351,"ENSG00000102021",40.56,17848
"28035",28035,"ENSG00000102024",38.9,89687
"37230",37230,"ENSG00000102030",57.53,5855
"12829",12829,"ENSG00000102032",55.76,9418
"26917",26917,"ENSG00000102034",51.68,46761
"30119",30119,"ENSG00000102038",36.87,76999
"3471",3471,"ENSG00000102043",38.96,127371
"11209",11209,"ENSG00000102048",42.64,35179
"31679",31679,"ENSG00000102053",38.22,473099
"36866",36866,"ENSG00000102054",42.19,31079
"6025",6025,"ENSG00000102055",49.62,797
"44787",44787,"ENSG00000102057",53.39,10862
"9121",9121,"ENSG00000102076",52.59,14789
"23431",23431,"ENSG00000102078",37.86,33473
"24941",24941,"ENSG00000102081",36.37,39206
"42769",42769,"ENSG00000102096",53.5,5842
"3320",3320,"ENSG00000102098",39.56,115375
"29305",29305,"ENSG00000102100",52.04,8778
"29225",29225,"ENSG00000102103",54.42,13205
"29104",29104,"ENSG00000102104",47.9,32420
"29210",29210,"ENSG00000102109",55.39,4514
"23788",23788,"ENSG00000102119",61.82,2301
"42000",42000,"ENSG00000102125",56.1,10202
"47916",47916,"ENSG00000102128",56.66,1028
"38273",38273,"ENSG00000102144",39.63,218556
"35633",35633,"ENSG00000102145",54.49,7771
"25540",25540,"ENSG00000102158",40.92,73524
"41070",41070,"ENSG00000102172",43.39,54128
"23641",23641,"ENSG00000102174",39.58,462388
"9283",9283,"ENSG00000102178",60.68,2898
"42977",42977,"ENSG00000102181",43.02,132480
"16353",16353,"ENSG00000102189",36.99,158694
"6871",6871,"ENSG00000102195",56.27,4881
"3249",3249,"ENSG00000102218",39.26,45315
"3881",3881,"ENSG00000102221",40.39,148966
"32443",32443,"ENSG00000102225",54.42,12137
"32707",32707,"ENSG00000102226",48.29,15462
"18125",18125,"ENSG00000102230",42.38,114590
"6574",6574,"ENSG00000102239",37.81,5833
"6412",6412,"ENSG00000102241",37.88,15267
"7400",7400,"ENSG00000102243",43.63,24592
"31459",31459,"ENSG00000102245",41.63,12232
"8606",8606,"ENSG00000102265",53.47,4381
"5073",5073,"ENSG00000102271",35.54,152641
"23727",23727,"ENSG00000102287",46.86,21556
"24587",24587,"ENSG00000102290",35.82,843969
"43529",43529,"ENSG00000102302",50.05,50780
"38360",38360,"ENSG00000102309",44.57,121573
"33006",33006,"ENSG00000102312",51.7,11855
"3443",3443,"ENSG00000102313",44.09,49337
"4347",4347,"ENSG00000102316",52.36,8416
"31695",31695,"ENSG00000102317",47.57,6713
"4373",4373,"ENSG00000102349",38.82,59175
"20938",20938,"ENSG00000102359",43.59,31593
"30370",30370,"ENSG00000102362",41.55,60340
"8221",8221,"ENSG00000102383",38.32,155075
"23971",23971,"ENSG00000102384",40.6,67938
"22329",22329,"ENSG00000102385",45.17,44733
"18780",18780,"ENSG00000102387",41.04,24804
"44840",44840,"ENSG00000102390",42,5715
"42785",42785,"ENSG00000102393",42.8,14739
"29704",29704,"ENSG00000102401",45.41,5046
"35414",35414,"ENSG00000102409",51.94,2138
"14929",14929,"ENSG00000102445",40.82,103509
"2327",2327,"ENSG00000102452",37.99,362732
"9352",9352,"ENSG00000102466",37.27,691653
"2500",2500,"ENSG00000102468",39.27,65530
"7040",7040,"ENSG00000102471",35.46,74922
"3572",3572,"ENSG00000102524",34.84,57244
"1396",1396,"ENSG00000102531",37.08,233867
"2058",2058,"ENSG00000102539",60.29,2039
"1845",1845,"ENSG00000102543",38.43,45560
"1293",1293,"ENSG00000102547",38.37,135414
"1596",1596,"ENSG00000102554",38.99,22565
"2554",2554,"ENSG00000102572",47.42,132755
"47873",47873,"ENSG00000102575",58.21,5340
"10907",10907,"ENSG00000102580",39.79,117849
"10933",10933,"ENSG00000102595",37.01,251902
"6204",6204,"ENSG00000102606",44.55,191178
"4938",4938,"ENSG00000102678",42.92,33425
"2388",2388,"ENSG00000102683",39.23,144183
"13551",13551,"ENSG00000102699",42.87,91847
"4355",4355,"ENSG00000102710",35.69,50401
"10250",10250,"ENSG00000102738",39.2,42062
"10258",10258,"ENSG00000102743",46.25,23048
"1279",1279,"ENSG00000102753",38.63,93362
"9474",9474,"ENSG00000102755",41.61,194799
"2896",2896,"ENSG00000102760",45.68,13321
"2897",2897,"ENSG00000102763",37.16,394285
"2399",2399,"ENSG00000102780",38.24,216542
"18723",18723,"ENSG00000102781",38.43,104921
"3431",3431,"ENSG00000102786",36.13,100187
"10381",10381,"ENSG00000102794",43.54,10127
"5553",5553,"ENSG00000102796",47.25,36170
"13874",13874,"ENSG00000102802",45.46,19301
"10311",10311,"ENSG00000102804",38.08,145004
"3821",3821,"ENSG00000102805",38.81,28483
"1677",1677,"ENSG00000102837",40.05,23244
"22542",22542,"ENSG00000102854",66.92,8131
"68365",68365,"ENSG00000102858",55.34,74481
"9529",9529,"ENSG00000102870",57.73,8749
"26770",26770,"ENSG00000102871",58.67,5724
"38261",38261,"ENSG00000102878",61.39,5264
"44596",44596,"ENSG00000102879",64.42,6249
"12612",12612,"ENSG00000102882",56.36,9401
"12578",12578,"ENSG00000102886",53.57,8727
"26955",26955,"ENSG00000102890",64.02,4918
"10675",10675,"ENSG00000102891",48.57,3884
"47914",47914,"ENSG00000102893",38.19,240400
"40401",40401,"ENSG00000102897",44.36,25138
"48859",48859,"ENSG00000102898",51.11,25685
"5022",5022,"ENSG00000102900",42.43,120168
"43862",43862,"ENSG00000102901",53.77,19654
"43696",43696,"ENSG00000102904",52.87,25383
"48478",48478,"ENSG00000102908",38.64,139572
"4806",4806,"ENSG00000102910",39.56,118822
"60159",60159,"ENSG00000102921",42.34,81422
"54873",54873,"ENSG00000102924",56.88,3921
"26558",26558,"ENSG00000102931",44.84,8376
"50521",50521,"ENSG00000102934",51.12,36125
"29165",29165,"ENSG00000102935",50.74,370395
"5790",5790,"ENSG00000102962",51.15,7406
"37904",37904,"ENSG00000102967",50.04,19076
"5705",5705,"ENSG00000102970",53.48,11296
"43572",43572,"ENSG00000102974",45.31,76710
"47776",47776,"ENSG00000102977",61.99,3298
"8205",8205,"ENSG00000102978",47.97,9349
"43249",43249,"ENSG00000102981",63.26,1828
"37800",37800,"ENSG00000102984",45.9,35656
"47689",47689,"ENSG00000102996",59.38,21147
"47708",47708,"ENSG00000103005",49.63,22072
"42064",42064,"ENSG00000103018",41.39,67862
"40726",40726,"ENSG00000103021",43.46,52679
"29085",29085,"ENSG00000103023",45.92,15050
"38313",38313,"ENSG00000103024",69.24,1241
"42537",42537,"ENSG00000103034",53.85,50782
"41337",41337,"ENSG00000103035",43.43,9474
"33199",33199,"ENSG00000103037",46.58,8363
"33773",33773,"ENSG00000103042",52.71,19661
"21105",21105,"ENSG00000103043",54,113721
"41556",41556,"ENSG00000103044",55.07,13066
"6295",6295,"ENSG00000103047",43.09,241651
"48862",48862,"ENSG00000103051",47.23,42992
"18994",18994,"ENSG00000103056",51.02,90181
"18963",18963,"ENSG00000103061",47.19,26443
"18848",18848,"ENSG00000103064",47.81,37307
"18774",18774,"ENSG00000103066",53.91,15754
"18707",18707,"ENSG00000103067",59,9069
"6227",6227,"ENSG00000103089",50.89,61876
"7465",7465,"ENSG00000103091",44.73,128811
"6929",6929,"ENSG00000103111",49.32,11563
"59520",59520,"ENSG00000103121",40.64,53822
"3400",3400,"ENSG00000103126",54.38,65283
"14444",14444,"ENSG00000103145",63.72,1661
"17780",17780,"ENSG00000103148",51.23,54406
"19074",19074,"ENSG00000103150",52.83,52330
"42148",42148,"ENSG00000103152",61.9,8844
"41251",41251,"ENSG00000103154",53.25,34532
"19181",19181,"ENSG00000103160",45.07,23051
"31905",31905,"ENSG00000103168",59.13,9223
"10436",10436,"ENSG00000103174",56.14,9297
"67077",67077,"ENSG00000103175",49.84,34998
"36676",36676,"ENSG00000103184",49.84,60827
"67173",67173,"ENSG00000103187",50.24,52482
"23780",23780,"ENSG00000103194",43.62,79936
"40216",40216,"ENSG00000103196",50.35,100783
"58329",58329,"ENSG00000103197",59.93,41524
"68629",68629,"ENSG00000103199",54.32,19385
"15370",15370,"ENSG00000103200",70.34,471
"35697",35697,"ENSG00000103202",58.71,13642
"29116",29116,"ENSG00000103222",48.52,194119
"28188",28188,"ENSG00000103226",45.83,68300
"14595",14595,"ENSG00000103227",56.82,127684
"8283",8283,"ENSG00000103241",55.29,4895
"22479",22479,"ENSG00000103245",60.84,11569
"7517",7517,"ENSG00000103248",49.14,25057
"48087",48087,"ENSG00000103249",59.82,30143
"32394",32394,"ENSG00000103253",65.72,8589
"22470",22470,"ENSG00000103254",72.09,2009
"67425",67425,"ENSG00000103257",58.42,39491
"22451",22451,"ENSG00000103260",66.79,4537
"49029",49029,"ENSG00000103264",51.99,65155
"46514",46514,"ENSG00000103266",64.94,2646
"46437",46437,"ENSG00000103269",68.21,2597
"21207",21207,"ENSG00000103274",50.62,25565
"56526",56526,"ENSG00000103275",56.98,35574
"10277",10277,"ENSG00000103310",44.99,17060
"68143",68143,"ENSG00000103313",51.43,14606
"10775",10775,"ENSG00000103316",43.21,64209
"60593",60593,"ENSG00000103319",47.84,82460
"50572",50572,"ENSG00000103326",65,26924
"7652",7652,"ENSG00000103335",61.99,69882
"47407",47407,"ENSG00000103342",42.29,47954
"8823",8823,"ENSG00000103343",46.54,8149
"69047",69047,"ENSG00000103351",45.57,38072
"21483",21483,"ENSG00000103353",47.04,16668
"39465",39465,"ENSG00000103355",63.36,3995
"21411",21411,"ENSG00000103356",47.68,36977
"41522",41522,"ENSG00000103363",55.5,5875
"60821",60821,"ENSG00000103365",47.62,59782
"49113",49113,"ENSG00000103375",50.27,13201
"53736",53736,"ENSG00000103381",44.39,144088
"38583",38583,"ENSG00000103404",41.46,88046
"9157",9157,"ENSG00000103415",47.62,35657
"67858",67858,"ENSG00000103423",49.02,30970
"9112",9112,"ENSG00000103426",57.43,80243
"44529",44529,"ENSG00000103429",46.01,36305
"41199",41199,"ENSG00000103449",45.81,16352
"60215",60215,"ENSG00000103460",38.66,111385
"65797",65797,"ENSG00000103472",50.04,328627
"33948",33948,"ENSG00000103479",38.71,57671
"59954",59954,"ENSG00000103485",51.63,35420
"3894",3894,"ENSG00000103489",45.89,369191
"10264",10264,"ENSG00000103490",61.88,1964
"34002",34002,"ENSG00000103494",37.27,105785
"51770",51770,"ENSG00000103495",66.53,5058
"9612",9612,"ENSG00000103496",55.52,10086
"20177",20177,"ENSG00000103502",56.33,5057
"9835",9835,"ENSG00000103507",57.82,6684
"10097",10097,"ENSG00000103510",52.4,16904
"44247",44247,"ENSG00000103512",45.54,62436
"46078",46078,"ENSG00000103522",47.1,49868
"60393",60393,"ENSG00000103528",45.9,100361
"60438",60438,"ENSG00000103534",45.06,88617
"43130",43130,"ENSG00000103540",37.85,29597
"52854",52854,"ENSG00000103544",45.1,151553
"36286",36286,"ENSG00000103546",48.17,51657
"32258",32258,"ENSG00000103549",55.81,14562
"43116",43116,"ENSG00000103550",51.83,16298
"48176",48176,"ENSG00000103569",40.63,47742
"26695",26695,"ENSG00000103591",39.47,54528
"61070",61070,"ENSG00000103599",39.22,247474
"37780",37780,"ENSG00000103642",39.93,20228
"42662",42662,"ENSG00000103647",49.34,148813
"32551",32551,"ENSG00000103653",56.61,21117
"3811",3811,"ENSG00000103657",38.81,225330
"19780",19780,"ENSG00000103671",42.11,67555
"24106",24106,"ENSG00000103707",40,28127
"24153",24153,"ENSG00000103710",52.14,23353
"28416",28416,"ENSG00000103723",49,50831
"43861",43861,"ENSG00000103740",48.23,78220
"60770",60770,"ENSG00000103742",51.79,41463
"12333",12333,"ENSG00000103769",40.1,165935
"25825",25825,"ENSG00000103811",52.42,28516
"58982",58982,"ENSG00000103832",53.01,10286
"43542",43542,"ENSG00000103852",41.8,114900
"21980",21980,"ENSG00000103855",52.51,30548
"31219",31219,"ENSG00000103876",49.96,34456
"9425",9425,"ENSG00000103888",47.03,172433
"25544",25544,"ENSG00000103932",50.42,27093
"9571",9571,"ENSG00000103942",45.38,149207
"37727",37727,"ENSG00000103966",47.1,76624
"42599",42599,"ENSG00000103978",38.89,63087
"48040",48040,"ENSG00000103994",41.36,78318
"10919",10919,"ENSG00000103995",36.6,98218
"7315",7315,"ENSG00000104043",38.4,324579
"2832",2832,"ENSG00000104044",43.49,344440
"19057",19057,"ENSG00000104047",36.26,35195
"36521",36521,"ENSG00000104055",46.32,34338
"32531",32531,"ENSG00000104059",43.61,450727
"61643",61643,"ENSG00000104064",39.38,80019
"26765",26765,"ENSG00000104067",40.22,269548
"58711",58711,"ENSG00000104081",52.46,21002
"20612",20612,"ENSG00000104093",36.95,175122
"20949",20949,"ENSG00000104112",40.04,39534
"8842",8842,"ENSG00000104129",50.2,42317
"21902",21902,"ENSG00000104131",42.02,25904
"30395",30395,"ENSG00000104133",41.27,108870
"38395",38395,"ENSG00000104140",61.95,2020
"38398",38398,"ENSG00000104142",53.56,9525
"25355",25355,"ENSG00000104147",45.43,23318
"17714",17714,"ENSG00000104154",39.85,43149
"17753",17753,"ENSG00000104164",39.59,28731
"48079",48079,"ENSG00000104177",33.78,43721
"21761",21761,"ENSG00000104205",40.12,149288
"43825",43825,"ENSG00000104213",44.54,67638
"23574",23574,"ENSG00000104218",38.01,134361
"59129",59129,"ENSG00000104219",38,68317
"48056",48056,"ENSG00000104221",49.8,6593
"2917",2917,"ENSG00000104228",45.62,26386
"35913",35913,"ENSG00000104231",37.45,31569
"44639",44639,"ENSG00000104237",38.27,362298
"6910",6910,"ENSG00000104267",38.44,17525
"26656",26656,"ENSG00000104290",36.28,80062
"26715",26715,"ENSG00000104299",42.01,122581
"38128",38128,"ENSG00000104312",35.92,33258
"8102",8102,"ENSG00000104313",37.48,394592
"38236",38236,"ENSG00000104320",37,78713
"5891",5891,"ENSG00000104321",36.35,55667
"12693",12693,"ENSG00000104324",38.13,504412
"38178",38178,"ENSG00000104325",38.07,52228
"48105",48105,"ENSG00000104327",36.25,36867
"5238",5238,"ENSG00000104331",38.23,35936
"13760",13760,"ENSG00000104332",48.61,47511
"7410",7410,"ENSG00000104341",44,77956
"33830",33830,"ENSG00000104343",39.29,98813
"6208",6208,"ENSG00000104356",41.8,42542
"6872",6872,"ENSG00000104361",39.03,104567
"26844",26844,"ENSG00000104365",48.26,61158
"23979",23979,"ENSG00000104368",48.7,32991
"15198",15198,"ENSG00000104369",39.8,86840
"24431",24431,"ENSG00000104371",45.12,3166
"10218",10218,"ENSG00000104375",39.53,571599
"17027",17027,"ENSG00000104381",37.93,197394
"10146",10146,"ENSG00000104388",39.15,106708
"22783",22783,"ENSG00000104408",37,280709
"22687",22687,"ENSG00000104412",34.69,45595
"40947",40947,"ENSG00000104413",40.32,66392
"14763",14763,"ENSG00000104415",48.12,40651
"18466",18466,"ENSG00000104419",50.32,64847
"44236",44236,"ENSG00000104427",34.79,53715
"44797",44797,"ENSG00000104432",35.46,129780
"15080",15080,"ENSG00000104435",38.14,55041
"4697",4697,"ENSG00000104442",42.61,31759
"18924",18924,"ENSG00000104447",35.81,401177
"14980",14980,"ENSG00000104450",40.18,101372
"22770",22770,"ENSG00000104472",47.59,5843
"9674",9674,"ENSG00000104490",40.58,438365
"31389",31389,"ENSG00000104497",35.17,43285
"12257",12257,"ENSG00000104499",45.53,82259
"7546",7546,"ENSG00000104517",38.31,160486
"28008",28008,"ENSG00000104518",62.14,9855
"28385",28385,"ENSG00000104522",65.11,5430
"28360",28360,"ENSG00000104524",60.13,6563
"34608",34608,"ENSG00000104529",61.99,19844
"9764",9764,"ENSG00000104537",44.25,56608
"42759",42759,"ENSG00000104549",37.59,23786
"4085",4085,"ENSG00000104611",42.64,82525
"46004",46004,"ENSG00000104613",40.98,34692
"47646",47646,"ENSG00000104626",41.64,114599
"59949",59949,"ENSG00000104635",48.27,66851
"29401",29401,"ENSG00000104643",37.53,43330
"3347",3347,"ENSG00000104660",42.61,81800
"3640",3640,"ENSG00000104671",41.55,27320
"4498",4498,"ENSG00000104679",47.98,26159
"24818",24818,"ENSG00000104687",44.66,49780
"30861",30861,"ENSG00000104689",45.34,34650
"24926",24926,"ENSG00000104691",44.55,37875
"24968",24968,"ENSG00000104695",41.95,39857
"2875",2875,"ENSG00000104714",51.17,123360
"4515",4515,"ENSG00000104722",48.49,5340
"38608",38608,"ENSG00000104723",36.98,349434
"29471",29471,"ENSG00000104728",50.01,134715
"67346",67346,"ENSG00000104731",53.01,69507
"37894",37894,"ENSG00000104738",45.8,17975
"48739",48739,"ENSG00000104755",35,94492
